"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_844A","ACCT_844B","ACCT_844C","ACCT_844D","ACCT_844E","ACCT_844F","ACCT_844G","ACCT_844H","ACCT_844I","ACCT_844J","ACCT_844K","ACCT_844L","ACCT_844M","ACCT_844N","ACCT_844O","ACCT_844P","ACCT_844Q","ACCT_844R","ACCT_844S","ACCT_844T"
21339,12/31/2013 0:00:00,11569,"","","","","","","","","","","","","","","","","","","",""
21344,12/31/2013 0:00:00,11574,"","","","","","","","","","","","","","","","","","","",""
21345,12/31/2013 0:00:00,11575,"","","","","","","","","","","","","","","","","","","",""
21346,12/31/2013 0:00:00,11576,"","","","","","","","","","","","","","","","","","","",""
21354,12/31/2013 0:00:00,11582,"","","","","","","","","","","","","","","","","","","",""
21355,12/31/2013 0:00:00,11583,"","","","","","","","","","","","","","","","","","","",""
21358,12/31/2013 0:00:00,11586,"","","","","","","","","","","","","","","","","","","",""
21367,12/31/2013 0:00:00,11593,"","","","","","","","","","","","","","","","","","","",""
21368,12/31/2013 0:00:00,11594,"","","","","","","","","","","","","","","","","","","",""
21383,12/31/2013 0:00:00,11606,"","","","","","","","","","","","","","","","","","","",""
21387,12/31/2013 0:00:00,11609,"","","","","","","","","","","","","","","","","","","",""
21393,12/31/2013 0:00:00,11613,"","","","","","","","","","","","","","","","","","","",""
21413,12/31/2013 0:00:00,11633,"","","","","","","","","","","","","","","","","","","",""
21417,12/31/2013 0:00:00,11636,"","","","","","","","","","","","","","","","","","","",""
21419,12/31/2013 0:00:00,11637,"","","","","","","","","","","","","","","","","","","",""
21440,12/31/2013 0:00:00,11655,"","","","","","","","","","","","","","","","","","","",""
21458,12/31/2013 0:00:00,11669,"","","","","","","","","","","","","","","","","","","",""
21489,12/31/2013 0:00:00,11697,"","","","","","","","","","","","","","","","","","","",""
21498,12/31/2013 0:00:00,11706,"","","","","","","","","","","","","","","","","","","",""
21499,12/31/2013 0:00:00,11707,"","","","","","","","","","","","","","","","","","","",""
21502,12/31/2013 0:00:00,11710,"","","","","","","","","","","","","","","","","","","",""
21503,12/31/2013 0:00:00,11711,"","","","","","","","","","","","","","","","","","","",""
21507,12/31/2013 0:00:00,11715,"","","","","","","","","","","","","","","","","","","",""
21508,12/31/2013 0:00:00,11716,"","","","","","","","","","","","","","","","","","","",""
21509,12/31/2013 0:00:00,11717,"","","","","","","","","","","","","","","","","","","",""
21511,12/31/2013 0:00:00,11719,"","","","","","","","","","","","","","","","","","","",""
21526,12/31/2013 0:00:00,11732,"","","","","","","","","","","","","","","","","","","",""
21530,12/31/2013 0:00:00,11736,"","","","","","","","","","","","","","","","","","","",""
21532,12/31/2013 0:00:00,11738,"953732627","","","","","","","","","","","","","","","","","","",""
21535,12/31/2013 0:00:00,11741,"","","","","","","","","","","","","","","","","","","",""
21550,12/31/2013 0:00:00,11756,"","","","","","","","","","","","","","","","","","","",""
21556,12/31/2013 0:00:00,11762,"","","","","","","","","","","","","","","","","","","",""
21568,12/31/2013 0:00:00,11771,"","","","","","","","","","","","","","","","","","","",""
21575,12/31/2013 0:00:00,11778,"","","","","","","","","","","","","","","","","","","",""
21586,12/31/2013 0:00:00,11786,"","","","","","","","","","","","","","","","","","","",""
21593,12/31/2013 0:00:00,11792,"","","","","","","","","","","","","","","","","","","",""
21606,12/31/2013 0:00:00,11805,"","","","","","","","","","","","","","","","","","","",""
21609,12/31/2013 0:00:00,11808,"","","","","","","","","","","","","","","","","","","",""
21614,12/31/2013 0:00:00,11812,"","","","","","","","","","","","","","","","","","","",""
21615,12/31/2013 0:00:00,11813,"","","","","","","","","","","","","","","","","","","",""
21619,12/31/2013 0:00:00,11816,"","","","","","","","","","","","","","","","","","","",""
21628,12/31/2013 0:00:00,11824,"","","","","","","","","","","","","","","","","","","",""
21630,12/31/2013 0:00:00,11826,"","","","","","","","","","","","","","","","","","","",""
21639,12/31/2013 0:00:00,11833,"","","","","","","","","","","","","","","","","","","",""
21644,12/31/2013 0:00:00,11837,"","","","","","","","","","","","","","","","","","","",""
21657,12/31/2013 0:00:00,11849,"","","","","","","","","","","","","","","","","","","",""
21658,12/31/2013 0:00:00,11850,"","","","","","","","","","","","","","","","","","","",""
21669,12/31/2013 0:00:00,11860,"","","","","","","","","","","","","","","","","","","",""
21683,12/31/2013 0:00:00,11871,"","","","","","","","","","","","","","","","","","","",""
21686,12/31/2013 0:00:00,11874,"383539264","","","","","","","","","","","","","","","","","","",""
21694,12/31/2013 0:00:00,11879,"","","","","","","","","","","","","","","","","","","",""
21702,12/31/2013 0:00:00,11886,"","","","","","","","","","","","","","","","","","","",""
21710,12/31/2013 0:00:00,11892,"","","","","","","","","","","","","","","","","","","",""
21713,12/31/2013 0:00:00,11895,"","","","","","","","","","","","","","","","","","","",""
21716,12/31/2013 0:00:00,11898,"","","","","","","","","","","","","","","","","","","",""
21737,12/31/2013 0:00:00,11914,"","","","","","","","","","","","","","","","","","","",""
21745,12/31/2013 0:00:00,11921,"","","","","","","","","","","","","","","","","","","",""
21751,12/31/2013 0:00:00,11927,"","","","","","","","","","","","","","","","","","","",""
21773,12/31/2013 0:00:00,11947,"","","","","","","","","","","","","","","","","","","",""
21774,12/31/2013 0:00:00,11948,"","","","","","","","","","","","","","","","","","","",""
21782,12/31/2013 0:00:00,11955,"","","","","","","","","","","","","","","","","","","",""
21787,12/31/2013 0:00:00,11960,"","","","","","","","","","","","","","","","","","","",""
21788,12/31/2013 0:00:00,11961,"","","","","","","","","","","","","","","","","","","",""
21789,12/31/2013 0:00:00,11962,"","","","","","","","","","","","","","","","","","","",""
21794,12/31/2013 0:00:00,11966,"","","","","","","","","","","","","","","","","","","",""
21798,12/31/2013 0:00:00,11970,"","","","","","","","","","","","","","","","","","","",""
21831,12/31/2013 0:00:00,12000,"","","","","","","","","","","","","","","","","","","",""
21845,12/31/2013 0:00:00,12013,"","","","","","","","","","","","","","","","","","","",""
21851,12/31/2013 0:00:00,12018,"","","","","","","","","","","","","","","","","","","",""
21853,12/31/2013 0:00:00,12020,"","","","","","","","","","","","","","","","","","","",""
21872,12/31/2013 0:00:00,12036,"","","","","","","","","","","","","","","","","","","",""
21873,12/31/2013 0:00:00,12037,"","","","","","","","","","","","","","","","","","","",""
21875,12/31/2013 0:00:00,12039,"","","","","","","","","","","","","","","","","","","",""
21878,12/31/2013 0:00:00,12042,"","","","","","","","","","","","","","","","","","","",""
21879,12/31/2013 0:00:00,12043,"","","","","","","","","","","","","","","","","","","",""
21885,12/31/2013 0:00:00,12049,"","","","","","","","","","","","","","","","","","","",""
21904,12/31/2013 0:00:00,12067,"","","","","","","","","","","","","","","","","","","",""
21919,12/31/2013 0:00:00,12081,"","","","","","","","","","","","","","","","","","","",""
21927,12/31/2013 0:00:00,12089,"","","","","","","","","","","","","","","","","","","",""
21930,12/31/2013 0:00:00,12092,"","","","","","","","","","","","","","","","","","","",""
21956,12/31/2013 0:00:00,12117,"","","","","","","","","","","","","","","","","","","",""
21968,12/31/2013 0:00:00,12128,"","","","","","","","","","","","","","","","","","","",""
21971,12/31/2013 0:00:00,12131,"","","","","","","","","","","","","","","","","","","",""
21975,12/31/2013 0:00:00,12135,"","","","","","","","","","","","","","","","","","","",""
21990,12/31/2013 0:00:00,12148,"","","","","","","","","","","","","","","","","","","",""
21997,12/31/2013 0:00:00,12155,"","","","","","","","","","","","","","","","","","","",""
21998,12/31/2013 0:00:00,12156,"","","","","","","","","","","","","","","","","","","",""
22005,12/31/2013 0:00:00,12163,"","","","","","","","","","","","","","","","","","","",""
22007,12/31/2013 0:00:00,12165,"","","","","","","","","","","","","","","","","","","",""
22014,12/31/2013 0:00:00,12171,"","","","","","","","","","","","","","","","","","","",""
22015,12/31/2013 0:00:00,12172,"","","","","","","","","","","","","","","","","","","",""
22028,12/31/2013 0:00:00,12184,"","","","","","","","","","","","","","","","","","","",""
22032,12/31/2013 0:00:00,12188,"134171816","","","","","","","","","","","","","","","","","","",""
22049,12/31/2013 0:00:00,12204,"","","","","","","","","","","","","","","","","","","",""
22070,12/31/2013 0:00:00,12224,"","","","","","","","","","","","","","","","","","","",""
22075,12/31/2013 0:00:00,12229,"","","","","","","","","","","","","","","","","","","",""
22078,12/31/2013 0:00:00,12232,"","","","","","","","","","","","","","","","","","","",""
22083,12/31/2013 0:00:00,12237,"","","","","","","","","","","","","","","","","","","",""
22090,12/31/2013 0:00:00,12243,"","","","","","","","","","","","","","","","","","","",""
22098,12/31/2013 0:00:00,12249,"","","","","","","","","","","","","","","","","","","",""
22113,12/31/2013 0:00:00,12262,"","","","","","","","","","","","","","","","","","","",""
22114,12/31/2013 0:00:00,12263,"","","","","","","","","","","","","","","","","","","",""
22119,12/31/2013 0:00:00,12268,"","","","","","","","","","","","","","","","","","","",""
22128,12/31/2013 0:00:00,12277,"251858884","","","","","","","","","","","","","","","","","","",""
22131,12/31/2013 0:00:00,12280,"","","","","","","","","","","","","","","","","","","",""
22132,12/31/2013 0:00:00,12281,"","","","","","","","","","","","","","","","","","","",""
22139,12/31/2013 0:00:00,12288,"","","","","","","","","","","","","","","","","","","",""
22141,12/31/2013 0:00:00,12290,"","","","","","","","","","","","","","","","","","","",""
22151,12/31/2013 0:00:00,12300,"","","","","","","","","","","","","","","","","","","",""
22157,12/31/2013 0:00:00,12306,"","","","","","","","","","","","","","","","","","","",""
22159,12/31/2013 0:00:00,12308,"593167039","","","","","","","","","","","","","","","","","","",""
22167,12/31/2013 0:00:00,12313,"","","","","","","","","","","","","","","","","","","",""
22174,12/31/2013 0:00:00,12320,"","","","","","","","","","","","","","","","","","","",""
22178,12/31/2013 0:00:00,12324,"","","","","","","","","","","","","","","","","","","",""
22187,12/31/2013 0:00:00,12333,"","","","","","","","","","","","","","","","","","","",""
22195,12/31/2013 0:00:00,12341,"","","","","","","","","","","","","","","","","","","",""
22196,12/31/2013 0:00:00,12342,"","","","","","","","","","","","","","","","","","","",""
22213,12/31/2013 0:00:00,12357,"","","","","","","","","","","","","","","","","","","",""
22215,12/31/2013 0:00:00,12359,"","","","","","","","","","","","","","","","","","","",""
22216,12/31/2013 0:00:00,12360,"","","","","","","","","","","","","","","","","","","",""
22218,12/31/2013 0:00:00,12362,"","","","","","","","","","","","","","","","","","","",""
22219,12/31/2013 0:00:00,12363,"","","","","","","","","","","","","","","","","","","",""
22220,12/31/2013 0:00:00,12364,"","","","","","","","","","","","","","","","","","","",""
22226,12/31/2013 0:00:00,12370,"","","","","","","","","","","","","","","","","","","",""
22241,12/31/2013 0:00:00,12383,"","","","","","","","","","","","","","","","","","","",""
22247,12/31/2013 0:00:00,12389,"","","","","","","","","","","","","","","","","","","",""
22267,12/31/2013 0:00:00,12408,"","","","","","","","","","","","","","","","","","","",""
22280,12/31/2013 0:00:00,12421,"","","","","","","","","","","","","","","","","","","",""
22293,12/31/2013 0:00:00,12434,"","","","","","","","","","","","","","","","","","","",""
22299,12/31/2013 0:00:00,12440,"","","","","","","","","","","","","","","","","","","",""
22307,12/31/2013 0:00:00,12447,"","","","","","","","","","","","","","","","","","","",""
22312,12/31/2013 0:00:00,12452,"","","","","","","","","","","","","","","","","","","",""
22314,12/31/2013 0:00:00,12454,"","","","","","","","","","","","","","","","","","","",""
22322,12/31/2013 0:00:00,12462,"","","","","","","","","","","","","","","","","","","",""
22323,12/31/2013 0:00:00,12463,"","","","","","","","","","","","","","","","","","","",""
22337,12/31/2013 0:00:00,12476,"","","","","","","","","","","","","","","","","","","",""
22340,12/31/2013 0:00:00,12479,"","","","","","","","","","","","","","","","","","","",""
22344,12/31/2013 0:00:00,12482,"","","","","","","","","","","","","","","","","","","",""
22351,12/31/2013 0:00:00,12489,"","","","","","","","","","","","","","","","","","","",""
22362,12/31/2013 0:00:00,12500,"","","","","","","","","","","","","","","","","","","",""
22369,12/31/2013 0:00:00,12506,"","","","","","","","","","","","","","","","","","","",""
22373,12/31/2013 0:00:00,12510,"","","","","","","","","","","","","","","","","","","",""
22378,12/31/2013 0:00:00,12515,"","","","","","","","","","","","","","","","","","","",""
22380,12/31/2013 0:00:00,12517,"","","","","","","","","","","","","","","","","","","",""
22384,12/31/2013 0:00:00,12521,"","","","","","","","","","","","","","","","","","","",""
22398,12/31/2013 0:00:00,12535,"","","","","","","","","","","","","","","","","","","",""
22400,12/31/2013 0:00:00,12537,"","","","","","","","","","","","","","","","","","","",""
22414,12/31/2013 0:00:00,12550,"","","","","","","","","","","","","","","","","","","",""
22417,12/31/2013 0:00:00,12553,"","","","","","","","","","","","","","","","","","","",""
22421,12/31/2013 0:00:00,12557,"","","","","","","","","","","","","","","","","","","",""
22426,12/31/2013 0:00:00,12562,"","","","","","","","","","","","","","","","","","","",""
22428,12/31/2013 0:00:00,12564,"","","","","","","","","","","","","","","","","","","",""
22440,12/31/2013 0:00:00,12576,"","","","","","","","","","","","","","","","","","","",""
22444,12/31/2013 0:00:00,12580,"","","","","","","","","","","","","","","","","","","",""
22445,12/31/2013 0:00:00,12581,"","","","","","","","","","","","","","","","","","","",""
22447,12/31/2013 0:00:00,12583,"","","","","","","","","","","","","","","","","","","",""
22449,12/31/2013 0:00:00,12584,"","","","","","","","","","","","","","","","","","","",""
22452,12/31/2013 0:00:00,12587,"","","","","","","","","","","","","","","","","","","",""
22456,12/31/2013 0:00:00,12591,"","","","","","","","","","","","","","","","","","","",""
22458,12/31/2013 0:00:00,12593,"561845663","","","","","","","","","","","","","","","","","","",""
22464,12/31/2013 0:00:00,12599,"","","","","","","","","","","","","","","","","","","",""
22468,12/31/2013 0:00:00,12603,"352098673","","","","","","","","","","","","","","","","","","",""
22478,12/31/2013 0:00:00,12612,"","","","","","","","","","","","","","","","","","","",""
22488,12/31/2013 0:00:00,12622,"","","","","","","","","","","","","","","","","","","",""
22510,12/31/2013 0:00:00,12644,"","","","","","","","","","","","","","","","","","","",""
22512,12/31/2013 0:00:00,12646,"","","","","","","","","","","","","","","","","","","",""
22520,12/31/2013 0:00:00,12654,"","","","","","","","","","","","","","","","","","","",""
22522,12/31/2013 0:00:00,12656,"","","","","","","","","","","","","","","","","","","",""
22527,12/31/2013 0:00:00,12661,"","","","","","","","","","","","","","","","","","","",""
22530,12/31/2013 0:00:00,12664,"","","","","","","","","","","","","","","","","","","",""
22532,12/31/2013 0:00:00,12666,"","","","","","","","","","","","","","","","","","","",""
22534,12/31/2013 0:00:00,12668,"","","","","","","","","","","","","","","","","","","",""
22548,12/31/2013 0:00:00,12681,"","","","","","","","","","","","","","","","","","","",""
22554,12/31/2013 0:00:00,12687,"","","","","","","","","","","","","","","","","","","",""
22560,12/31/2013 0:00:00,12693,"","","","","","","","","","","","","","","","","","","",""
22566,12/31/2013 0:00:00,12699,"","","","","","","","","","","","","","","","","","","",""
22580,12/31/2013 0:00:00,12712,"","","","","","","","","","","","","","","","","","","",""
22581,12/31/2013 0:00:00,12713,"","","","","","","","","","","","","","","","","","","",""
22585,12/31/2013 0:00:00,12717,"","","","","","","","","","","","","","","","","","","",""
22592,12/31/2013 0:00:00,12724,"","","","","","","","","","","","","","","","","","","",""
22596,12/31/2013 0:00:00,12728,"","","","","","","","","","","","","","","","","","","",""
22625,12/31/2013 0:00:00,12757,"","","","","","","","","","","","","","","","","","","",""
22637,12/31/2013 0:00:00,12769,"","","","","","","","","","","","","","","","","","","",""
22639,12/31/2013 0:00:00,12771,"","","","","","","","","","","","","","","","","","","",""
22652,12/31/2013 0:00:00,12784,"","","","","","","","","","","","","","","","","","","",""
22653,12/31/2013 0:00:00,12785,"","","","","","","","","","","","","","","","","","","",""
22657,12/31/2013 0:00:00,12789,"","","","","","","","","","","","","","","","","","","",""
22672,12/31/2013 0:00:00,12804,"","","","","","","","","","","","","","","","","","","",""
22678,12/31/2013 0:00:00,12810,"","","","","","","","","","","","","","","","","","","",""
22681,12/31/2013 0:00:00,12812,"","","","","","","","","","","","","","","","","","","",""
22686,12/31/2013 0:00:00,12817,"","","","","","","","","","","","","","","","","","","",""
22688,12/31/2013 0:00:00,12818,"","","","","","","","","","","","","","","","","","","",""
22695,12/31/2013 0:00:00,12825,"","","","","","","","","","","","","","","","","","","",""
22697,12/31/2013 0:00:00,12827,"","","","","","","","","","","","","","","","","","","",""
22700,12/31/2013 0:00:00,12830,"","","","","","","","","","","","","","","","","","","",""
22704,12/31/2013 0:00:00,12834,"","","","","","","","","","","","","","","","","","","",""
22719,12/31/2013 0:00:00,12849,"","","","","","","","","","","","","","","","","","","",""
22723,12/31/2013 0:00:00,12853,"","","","","","","","","","","","","","","","","","","",""
22740,12/31/2013 0:00:00,12869,"","","","","","","","","","","","","","","","","","","",""
22747,12/31/2013 0:00:00,12876,"","","","","","","","","","","","","","","","","","","",""
22754,12/31/2013 0:00:00,12883,"","","","","","","","","","","","","","","","","","","",""
22769,12/31/2013 0:00:00,12898,"","","","","","","","","","","","","","","","","","","",""
22785,12/31/2013 0:00:00,12914,"","","","","","","","","","","","","","","","","","","",""
22798,12/31/2013 0:00:00,12927,"","","","","","","","","","","","","","","","","","","",""
22809,12/31/2013 0:00:00,12938,"","","","","","","","","","","","","","","","","","","",""
22811,12/31/2013 0:00:00,12940,"","","","","","","","","","","","","","","","","","","",""
22883,12/31/2013 0:00:00,13012,"","","","","","","","","","","","","","","","","","","",""
22889,12/31/2013 0:00:00,13018,"","","","","","","","","","","","","","","","","","","",""
22915,12/31/2013 0:00:00,13044,"","","","","","","","","","","","","","","","","","","",""
22921,12/31/2013 0:00:00,13050,"","","","","","","","","","","","","","","","","","","",""
22931,12/31/2013 0:00:00,13060,"","","","","","","","","","","","","","","","","","","",""
22934,12/31/2013 0:00:00,13063,"","","","","","","","","","","","","","","","","","","",""
22953,12/31/2013 0:00:00,13082,"","","","","","","","","","","","","","","","","","","",""
22961,12/31/2013 0:00:00,13090,"","","","","","","","","","","","","","","","","","","",""
22962,12/31/2013 0:00:00,13091,"","","","","","","","","","","","","","","","","","","",""
22965,12/31/2013 0:00:00,13094,"","","","","","","","","","","","","","","","","","","",""
22972,12/31/2013 0:00:00,13101,"","","","","","","","","","","","","","","","","","","",""
22978,12/31/2013 0:00:00,13107,"","","","","","","","","","","","","","","","","","","",""
23004,12/31/2013 0:00:00,13133,"","","","","","","","","","","","","","","","","","","",""
23012,12/31/2013 0:00:00,13141,"","","","","","","","","","","","","","","","","","","",""
23015,12/31/2013 0:00:00,13144,"","","","","","","","","","","","","","","","","","","",""
23017,12/31/2013 0:00:00,13146,"","","","","","","","","","","","","","","","","","","",""
23020,12/31/2013 0:00:00,13149,"201295602","","","","","","","","","","","","","","","","","","",""
23037,12/31/2013 0:00:00,13166,"","","","","","","","","","","","","","","","","","","",""
23041,12/31/2013 0:00:00,13170,"","","","","","","","","","","","","","","","","","","",""
23052,12/31/2013 0:00:00,13181,"","","","","","","","","","","","","","","","","","","",""
23054,12/31/2013 0:00:00,13183,"","","","","","","","","","","","","","","","","","","",""
23060,12/31/2013 0:00:00,13189,"","","","","","","","","","","","","","","","","","","",""
23070,12/31/2013 0:00:00,13199,"","","","","","","","","","","","","","","","","","","",""
23094,12/31/2013 0:00:00,13223,"","","","","","","","","","","","","","","","","","","",""
23098,12/31/2013 0:00:00,13227,"","","","","","","","","","","","","","","","","","","",""
23101,12/31/2013 0:00:00,13230,"","","","","","","","","","","","","","","","","","","",""
23109,12/31/2013 0:00:00,13238,"","","","","","","","","","","","","","","","","","","",""
23114,12/31/2013 0:00:00,13243,"","","","","","","","","","","","","","","","","","","",""
23125,12/31/2013 0:00:00,13254,"","","","","","","","","","","","","","","","","","","",""
23126,12/31/2013 0:00:00,13255,"","","","","","","","","","","","","","","","","","","",""
23144,12/31/2013 0:00:00,13273,"","","","","","","","","","","","","","","","","","","",""
23156,12/31/2013 0:00:00,13285,"","","","","","","","","","","","","","","","","","","",""
23162,12/31/2013 0:00:00,13291,"","","","","","","","","","","","","","","","","","","",""
23169,12/31/2013 0:00:00,13298,"","","","","","","","","","","","","","","","","","","",""
23170,12/31/2013 0:00:00,13299,"","","","","","","","","","","","","","","","","","","",""
23174,12/31/2013 0:00:00,13303,"","","","","","","","","","","","","","","","","","","",""
23177,12/31/2013 0:00:00,13306,"","","","","","","","","","","","","","","","","","","",""
23184,12/31/2013 0:00:00,13313,"","","","","","","","","","","","","","","","","","","",""
23198,12/31/2013 0:00:00,13327,"","","","","","","","","","","","","","","","","","","",""
23245,12/31/2013 0:00:00,13374,"","","","","","","","","","","","","","","","","","","",""
23258,12/31/2013 0:00:00,13387,"","","","","","","","","","","","","","","","","","","",""
23265,12/31/2013 0:00:00,13394,"","","","","","","","","","","","","","","","","","","",""
23276,12/31/2013 0:00:00,13405,"","","","","","","","","","","","","","","","","","","",""
23279,12/31/2013 0:00:00,13408,"","","","","","","","","","","","","","","","","","","",""
23283,12/31/2013 0:00:00,13412,"","","","","","","","","","","","","","","","","","","",""
23287,12/31/2013 0:00:00,13416,"","","","","","","","","","","","","","","","","","","",""
23292,12/31/2013 0:00:00,13421,"270863799","","","","","","","","","","","","","","","","","","",""
23294,12/31/2013 0:00:00,13423,"","","","","","","","","","","","","","","","","","","",""
23309,12/31/2013 0:00:00,13438,"","","","","","","","","","","","","","","","","","","",""
23310,12/31/2013 0:00:00,13439,"","","","","","","","","","","","","","","","","","","",""
23317,12/31/2013 0:00:00,13446,"","","","","","","","","","","","","","","","","","","",""
23327,12/31/2013 0:00:00,13456,"","","","","","","","","","","","","","","","","","","",""
23328,12/31/2013 0:00:00,13457,"","","","","","","","","","","","","","","","","","","",""
23338,12/31/2013 0:00:00,13467,"","","","","","","","","","","","","","","","","","","",""
23355,12/31/2013 0:00:00,13484,"","","","","","","","","","","","","","","","","","","",""
23361,12/31/2013 0:00:00,13490,"","","","","","","","","","","","","","","","","","","",""
23369,12/31/2013 0:00:00,13498,"","","","","","","","","","","","","","","","","","","",""
23371,12/31/2013 0:00:00,13500,"","","","","","","","","","","","","","","","","","","",""
23376,12/31/2013 0:00:00,13505,"","","","","","","","","","","","","","","","","","","",""
23381,12/31/2013 0:00:00,13510,"","","","","","","","","","","","","","","","","","","",""
23386,12/31/2013 0:00:00,13515,"","","","","","","","","","","","","","","","","","","",""
23394,12/31/2013 0:00:00,13523,"","","","","","","","","","","","","","","","","","","",""
23411,12/31/2013 0:00:00,13540,"","","","","","","","","","","","","","","","","","","",""
23416,12/31/2013 0:00:00,13545,"","","","","","","","","","","","","","","","","","","",""
23421,12/31/2013 0:00:00,13550,"","","","","","","","","","","","","","","","","","","",""
23425,12/31/2013 0:00:00,13554,"","","","","","","","","","","","","","","","","","","",""
23444,12/31/2013 0:00:00,13573,"","","","","","","","","","","","","","","","","","","",""
23467,12/31/2013 0:00:00,13596,"","","","","","","","","","","","","","","","","","","",""
23484,12/31/2013 0:00:00,13613,"","","","","","","","","","","","","","","","","","","",""
23494,12/31/2013 0:00:00,13623,"","","","","","","","","","","","","","","","","","","",""
23495,12/31/2013 0:00:00,13624,"","","","","","","","","","","","","","","","","","","",""
23500,12/31/2013 0:00:00,13629,"","","","","","","","","","","","","","","","","","","",""
23503,12/31/2013 0:00:00,13632,"","","","","","","","","","","","","","","","","","","",""
23509,12/31/2013 0:00:00,13638,"","","","","","","","","","","","","","","","","","","",""
23521,12/31/2013 0:00:00,13650,"205293162","800071807","","","","","","","","","","","","","","","","","",""
23525,12/31/2013 0:00:00,13654,"","","","","","","","","","","","","","","","","","","",""
23540,12/31/2013 0:00:00,13669,"","","","","","","","","","","","","","","","","","","",""
23541,12/31/2013 0:00:00,13670,"","","","","","","","","","","","","","","","","","","",""
23545,12/31/2013 0:00:00,13674,"","","","","","","","","","","","","","","","","","","",""
23556,12/31/2013 0:00:00,13685,"","","","","","","","","","","","","","","","","","","",""
23582,12/31/2013 0:00:00,13711,"","","","","","","","","","","","","","","","","","","",""
23591,12/31/2013 0:00:00,13720,"","","","","","","","","","","","","","","","","","","",""
23597,12/31/2013 0:00:00,13726,"","","","","","","","","","","","","","","","","","","",""
23605,12/31/2013 0:00:00,13734,"","","","","","","","","","","","","","","","","","","",""
23607,12/31/2013 0:00:00,13736,"","","","","","","","","","","","","","","","","","","",""
23615,12/31/2013 0:00:00,13744,"","","","","","","","","","","","","","","","","","","",""
23620,12/31/2013 0:00:00,13749,"","","","","","","","","","","","","","","","","","","",""
23627,12/31/2013 0:00:00,13756,"","","","","","","","","","","","","","","","","","","",""
23630,12/31/2013 0:00:00,13759,"","","","","","","","","","","","","","","","","","","",""
23640,12/31/2013 0:00:00,13769,"","","","","","","","","","","","","","","","","","","",""
23643,12/31/2013 0:00:00,13772,"","","","","","","","","","","","","","","","","","","",""
23658,12/31/2013 0:00:00,13787,"","","","","","","","","","","","","","","","","","","",""
23671,12/31/2013 0:00:00,13800,"","","","","","","","","","","","","","","","","","","",""
23678,12/31/2013 0:00:00,13807,"","","","","","","","","","","","","","","","","","","",""
23700,12/31/2013 0:00:00,13829,"","","","","","","","","","","","","","","","","","","",""
23709,12/31/2013 0:00:00,13838,"","","","","","","","","","","","","","","","","","","",""
23717,12/31/2013 0:00:00,13846,"","","","","","","","","","","","","","","","","","","",""
23722,12/31/2013 0:00:00,13851,"","","","","","","","","","","","","","","","","","","",""
23725,12/31/2013 0:00:00,13854,"","","","","","","","","","","","","","","","","","","",""
23737,12/31/2013 0:00:00,13866,"","","","","","","","","","","","","","","","","","","",""
23743,12/31/2013 0:00:00,13872,"","","","","","","","","","","","","","","","","","","",""
23753,12/31/2013 0:00:00,13882,"","","","","","","","","","","","","","","","","","","",""
23757,12/31/2013 0:00:00,13886,"","","","","","","","","","","","","","","","","","","",""
23760,12/31/2013 0:00:00,13889,"","","","","","","","","","","","","","","","","","","",""
23780,12/31/2013 0:00:00,13909,"","","","","","","","","","","","","","","","","","","",""
23799,12/31/2013 0:00:00,13928,"","","","","","","","","","","","","","","","","","","",""
23803,12/31/2013 0:00:00,13932,"461543176","","","","","","","","","","","","","","","","","","",""
23807,12/31/2013 0:00:00,13936,"","","","","","","","","","","","","","","","","","","",""
23811,12/31/2013 0:00:00,13940,"","","","","","","","","","","","","","","","","","","",""
23817,12/31/2013 0:00:00,13946,"","","","","","","","","","","","","","","","","","","",""
23835,12/31/2013 0:00:00,13964,"","","","","","","","","","","","","","","","","","","",""
23848,12/31/2013 0:00:00,13977,"","","","","","","","","","","","","","","","","","","",""
23865,12/31/2013 0:00:00,13994,"","","","","","","","","","","","","","","","","","","",""
23888,12/31/2013 0:00:00,14017,"","","","","","","","","","","","","","","","","","","",""
23893,12/31/2013 0:00:00,14021,"","","","","","","","","","","","","","","","","","","",""
23896,12/31/2013 0:00:00,14024,"","","","","","","","","","","","","","","","","","","",""
23899,12/31/2013 0:00:00,14027,"","","","","","","","","","","","","","","","","","","",""
23900,12/31/2013 0:00:00,14028,"","","","","","","","","","","","","","","","","","","",""
23908,12/31/2013 0:00:00,14036,"","","","","","","","","","","","","","","","","","","",""
23932,12/31/2013 0:00:00,14060,"","","","","","","","","","","","","","","","","","","",""
23938,12/31/2013 0:00:00,14066,"","","","","","","","","","","","","","","","","","","",""
23940,12/31/2013 0:00:00,14068,"","","","","","","","","","","","","","","","","","","",""
23948,12/31/2013 0:00:00,14076,"","","","","","","","","","","","","","","","","","","",""
23949,12/31/2013 0:00:00,14077,"","","","","","","","","","","","","","","","","","","",""
23952,12/31/2013 0:00:00,14080,"","","","","","","","","","","","","","","","","","","",""
23953,12/31/2013 0:00:00,14081,"","","","","","","","","","","","","","","","","","","",""
23956,12/31/2013 0:00:00,14084,"","","","","","","","","","","","","","","","","","","",""
23957,12/31/2013 0:00:00,14085,"752554092","","","","","","","","","","","","","","","","","","",""
23958,12/31/2013 0:00:00,14086,"","","","","","","","","","","","","","","","","","","",""
